FIT Profiler Report
Profile stats for: [LightningModule]BERTSQuADModule.configure_callbacks rank: 1
         7 function calls in 0.000 seconds

   Ordered by: cumulative time

   ncalls  tottime  percall  cumtime  percall filename:lineno(function)
        1    0.000    0.000    0.000    0.000 file_download.py:635(_normalize_etag)
        1    0.000    0.000    0.000    0.000 metadata.py:156(<dictcomp>)
        1    0.000    0.000    0.000    0.000 threading.py:804(_newname)
        2    0.000    0.000    0.000    0.000 arrow_dataset.py:3367(<genexpr>)
        8    0.000    0.000    0.000    0.000 version.py:537(<lambda>)
        1    0.000    0.000    0.000    0.000 info.py:321(<dictcomp>)
        5    0.000    0.000    0.000    0.000 arrow_dataset.py:1825(data)
        3    0.000    0.000    0.000    0.000 core.py:540(get_compression)
       10    0.000    0.000    0.000    0.000 formatting.py:138(extract_batch)
        2    0.000    0.000    0.000    0.000 mock.py:68(_is_instance_mock)
        2    0.000    0.000    0.000    0.000 load.py:226(sort_key)
        1    0.000    0.000    0.000    0.000 events.py:37(__init__)
        3    0.000    0.000    0.000    0.000 _dill.py:92(proxy)
        3    0.000    0.000    0.000    0.000 threading.py:1199(daemon)
        1    0.000    0.000    0.000    0.000 load.py:126(ConfiguredDatasetBuilder)
        1    0.000    0.000    0.000    0.000 features.py:2009(<dictcomp>)
        1    0.000    0.000    0.000    0.000 synchronize.py:90(_make_methods)
        2    0.000    0.000    0.000    0.000 contextlib.py:428(__init__)
        1    0.000    0.000    0.000    0.000 schema_check_mode.py:62(SchemaCheckMode)
        1    0.000    0.000    0.000    0.000 pathlib.py:622(name)
        2    0.000    0.000    0.000    0.000 data_files.py:143(<listcomp>)
        3    0.000    0.000    0.000    0.000 arrow_dataset.py:1861(<listcomp>)
        1    0.000    0.000    0.000    0.000 formatting.py:40(_is_range_contiguous)
        1    0.000    0.000    0.000    0.000 arrow_reader.py:172(__init__)
        1    0.000    0.000    0.000    0.000 synchronize.py:321(Event)
        1    0.000    0.000    0.000    0.000 events.py:46(__init__)
        1    0.000    0.000    0.000    0.000 weakref.py:352(__init__)
        1    0.000    0.000    0.000    0.000 builder.py:475(<dictcomp>)
        1    0.000    0.000    0.000    0.000 __init__.py:15(is_available)
        2    0.000    0.000    0.000    0.000 {method 'copy' of 'mappingproxy' objects}
        2    0.000    0.000    0.000    0.000 connection.py:355(proxy_is_forwarding)
        1    0.000    0.000    0.000    0.000 {method '_acquire_restore' of '_thread.RLock' objects}
        4    0.000    0.000    0.000    0.000 {method 'rindex' of 'str' objects}
        1    0.000    0.000    0.000    0.000 response.py:91(is_response_to_head)
        2    0.000    0.000    0.000    0.000 response.py:1153(supports_chunked_reads)
        1    0.000    0.000    0.000    0.000 thread.py:47(__init__)
        2    0.000    0.000    0.000    0.000 {method 'setter' of 'property' objects}
        2    0.000    0.000    0.000    0.000 _request_methods.py:51(__init__)
        2    0.000    0.000    0.000    0.000 std.py:755(set_lock)
        1    0.000    0.000    0.000    0.000 fingerprint.py:297(format_transform_for_fingerprint)
        2    0.000    0.000    0.000    0.000 distributed_c10d.py:996(_rank_not_in_group)
        1    0.000    0.000    0.000    0.000 mock.py:1263(_check_spec_arg_typos)
        1    0.000    0.000    0.000    0.000 resolver.py:21(__init__)
        6    0.000    0.000    0.000    0.000 {method 'gettimeout' of '_socket.socket' objects}
        1    0.000    0.000    0.000    0.000 contextlib.py:450(_create_exit_wrapper)
        5    0.000    0.000    0.000    0.000 fromnumeric.py:2875(_cumsum_dispatcher)
        3    0.000    0.000    0.000    0.000 load.py:298(<genexpr>)
        4    0.000    0.000    0.000    0.000 parallel.py:74(parallel_devices)
        1    0.000    0.000    0.000    0.000 arrow_reader.py:115(<dictcomp>)
        1    0.000    0.000    0.000    0.000 {method 'close' of 'generator' objects}
        4    0.000    0.000    0.000    0.000 _parser.py:160(__delitem__)
        2    0.000    0.000    0.000    0.000 _api.py:36(__init__)
        2    0.000    0.000    0.000    0.000 {method 'append' of 'bytearray' objects}
        5    0.000    0.000    0.000    0.000 distributed_c10d.py:597(default_pg)
        1    0.000    0.000    0.000    0.000 tempfile.py:424(__init__)
        2    0.000    0.000    0.000    0.000 {method 'seekable' of '_io.BufferedReader' objects}
        8    0.000    0.000    0.000    0.000 {built-in method builtins.chr}
        1    0.000    0.000    0.000    0.000 tokens.py:33(__init__)
        2    0.000    0.000    0.000    0.000 connection.py:182(host)
        1    0.000    0.000    0.000    0.000 fingerprint.py:334(<dictcomp>)
        1    0.000    0.000    0.000    0.000 file_download.py:1748(_int_or_none)
        1    0.000    0.000    0.000    0.000 synchronize.py:123(Semaphore)
        1    0.000    0.000    0.000    0.000 info_utils.py:94(is_small_dataset)
        4    0.000    0.000    0.000    0.000 {method 'toordinal' of 'datetime.date' objects}
        1    0.000    0.000    0.000    0.000 {method 'difference_update' of 'set' objects}
        2    0.000    0.000    0.000    0.000 arrow_reader.py:196(<genexpr>)
        2    0.000    0.000    0.000    0.000 ssl_.py:209(resolve_ssl_version)
        4    0.000    0.000    0.000    0.000 version.py:511(_parse_local_version)
        1    0.000    0.000    0.000    0.000 <frozen posixpath>:52(normcase)
        2    0.000    0.000    0.000    0.000 arrow_dataset.py:622(_check_valid_indices_value)
        2    0.000    0.000    0.000    0.000 connection.py:362(proxy_is_tunneling)
        2    0.000    0.000    0.000    0.000 {method '__enter__' of '_thread.RLock' objects}
        2    0.000    0.000    0.000    0.000 {built-in method _imp._fix_co_filename}
        4    0.000    0.000    0.000    0.000 {method 'release' of '_thread.lock' objects}
        1    0.000    0.000    0.000    0.000 builder.py:602(<dictcomp>)
        1    0.000    0.000    0.000    0.000 events.py:55(__init__)
        1    0.000    0.000    0.000    0.000 {method '_release_save' of '_thread.RLock' objects}
        1    0.000    0.000    0.000    0.000 grad_scaler.py:593(_get_growth_tracker)
        2    0.000    0.000    0.000    0.000 {built-in method builtins.hash}
        4    0.000    0.000    0.000    0.000 builder.py:1262(_post_processing_resources)
        1    0.000    0.000    0.000    0.000 file_utils.py:285(_raise_if_offline_mode_is_enabled)
        1    0.000    0.000    0.000    0.000 arrow_writer.py:584(write_rows_on_file)
        2    0.000    0.000    0.000    0.000 typing.py:731(<genexpr>)
        1    0.000    0.000    0.000    0.000 contextlib.py:343(__init__)
        1    0.000    0.000    0.000    0.000 composer.py:13(__init__)
        1    0.000    0.000    0.000    0.000 std.py:98(<listcomp>)
        2    0.000    0.000    0.000    0.000 {built-in method from_iterable}
        3    0.000    0.000    0.000    0.000 splits.py:364(__str__)
        2    0.000    0.000    0.000    0.000 {built-in method _socket.getdefaulttimeout}
        1    0.000    0.000    0.000    0.000 synchronize.py:142(BoundedSemaphore)
        2    0.000    0.000    0.000    0.000 {built-in method math.isinf}
        2    0.000    0.000    0.000    0.000 ssl.py:1117(_check_connected)
        1    0.000    0.000    0.000    0.000 arrow_dataset.py:3294(<listcomp>)
        1    0.000    0.000    0.000    0.000 arrow_reader.py:116(<dictcomp>)
        2    0.000    0.000    0.000    0.000 client.py:884(_get_hostport)
        1    0.000    0.000    0.000    0.000 synchronize.py:159(Lock)
        2    0.000    0.000    0.000    0.000 {function _ParameterMeta.__instancecheck__ at 0x14f3db253ba0}
        1    0.000    0.000    0.000    0.000 tempfile.py:229(_get_candidate_names)
        1    0.000    0.000    0.000    0.000 _shims.py:94(__reduce__)
        1    0.000    0.000    0.000    0.000 synchronize.py:184(RLock)
        2    0.000    0.000    0.000    0.000 {method 'weekday' of 'datetime.date' objects}
        1    0.000    0.000    0.000    0.000 util.py:48(debug)
        1    0.000    0.000    0.000    0.000 utils.py:282(_screen_shape_wrapper)
        2    0.000    0.000    0.000    0.000 {built-in method _stat.S_ISREG}
        1    0.000    0.000    0.000    0.000 arrow_writer.py:545(<dictcomp>)
        1    0.000    0.000    0.000    0.000 distributed_c10d.py:611(pg_map)
        1    0.000    0.000    0.000    0.000 {method '__exit__' of 'posix.ScandirIterator' objects}
        2    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap_external>:1122(get_filename)
        1    0.000    0.000    0.000    0.000 enum.py:1238(name)
        2    0.000    0.000    0.000    0.000 contextlib.py:434(__exit__)
        1    0.000    0.000    0.000    0.000 arrow_reader.py:495(_init)
        2    0.000    0.000    0.000    0.000 queue.py:245(_init)
        1    0.000    0.000    0.000    0.000 parser.py:89(dispose)
        1    0.000    0.000    0.000    0.000 {method 'disable' of '_lsprof.Profiler' objects}
        1    0.000    0.000    0.000    0.000 arrow_dataset.py:3351(<listcomp>)
        1    0.000    0.000    0.000    0.000 table.py:1031(_apply_replays)
        1    0.000    0.000    0.000    0.000 _dill.py:476(register)
        2    0.000    0.000    0.000    0.000 reader.py:146(update)
        1    0.000    0.000    0.000    0.000 _dill.py:478(proxy)
        1    0.000    0.000    0.000    0.000 _base.py:398(__get_result)
        1    0.000    0.000    0.000    0.000 {method 'remove' of 'collections.deque' objects}
        3    0.000    0.000    0.000    0.000 __init__.py:96(<lambda>)
        2    0.000    0.000    0.000    0.000 {built-in method math.isnan}
        1    0.000    0.000    0.000    0.000 arrow_writer.py:550(write_examples_on_file)
        2    0.000    0.000    0.000    0.000 {method 'fileno' of '_socket.socket' objects}
        1    0.000    0.000    0.000    0.000 {built-in method atexit.register}
        1    0.000    0.000    0.000    0.000 arrow_reader.py:565(<genexpr>)
        1    0.000    0.000    0.000    0.000 <string>:1(<module>)
        1    0.000    0.000    0.000    0.000 grad_scaler.py:540(_get_scale_async)
        2    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap>:413(has_location)
        1    0.000    0.000    0.000    0.000 contextlib.py:543(__enter__)
        2    0.000    0.000    0.000    0.000 {function socket.detach at 0x14f52e9beac0}
        1    0.000    0.000    0.000    0.000 {built-in method _operator.length_hint}
        3    0.000    0.000    0.000    0.000 {method 'locked' of '_thread.lock' objects}
        1    0.000    0.000    0.000    0.000 {method 'pop' of 'collections.deque' objects}
        2    0.000    0.000    0.000    0.000 {built-in method builtins.globals}
        2    0.000    0.000    0.000    0.000 local.py:459(readable)
        1    0.000    0.000    0.000    0.000 glob.py:213(_join)
        1    0.000    0.000    0.000    0.000 _base.py:643(__enter__)
        2    0.000    0.000    0.000    0.000 contextlib.py:431(__enter__)
        1    0.000    0.000    0.000    0.000 context.py:197(get_start_method)
        1    0.000    0.000    0.000    0.000 builder.py:1128(<dictcomp>)
        1    0.000    0.000    0.000    0.000 std.py:1135(__enter__)
        1    0.000    0.000    0.000    0.000 process.py:37(current_process)
        2    0.000    0.000    0.000    0.000 {built-in method _sre.unicode_tolower}
        2    0.000    0.000    0.000    0.000 mock.py:1639(<lambda>)
        2    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap_external>:931(create_module)
        1    0.000    0.000    0.000    0.000 tokenization_utils_base.py:1121(<listcomp>)
        1    0.000    0.000    0.000    0.000 contextlib.py:345(__enter__)
        1    0.000    0.000    0.000    0.000 {built-in method _string.formatter_parser}
        1    0.000    0.000    0.000    0.000 {method 'discard' of 'set' objects}
        1    0.000    0.000    0.000    0.000 tokenization_utils_fast.py:222(is_fast)
        1    0.000    0.000    0.000    0.000 {method '_is_owned' of '_thread.RLock' objects}
        1    0.000    0.000    0.000    0.000 arrow_writer.py:482(__enter__)
        1    0.000    0.000    0.000    0.000 std.py:1301(<lambda>)
        1    0.000    0.000    0.000    0.000 builder.py:1258(_post_process)
        1    0.000    0.000    0.000    0.000 _typing_utils.py:11(not_none)
        1    0.000    0.000    0.000    0.000 load.py:885(<lambda>)



Profile stats for: [Callback]LearningRateMonitor.setup rank: 1
         10 function calls in 0.000 seconds

   Ordered by: cumulative time

   ncalls  tottime  percall  cumtime  percall filename:lineno(function)
        1    0.000    0.000    0.000    0.000 contextlib.py:141(__exit__)
        1    0.000    0.000    0.000    0.000 {built-in method builtins.next}
        1    0.000    0.000    0.000    0.000 profiler.py:56(profile)
        1    0.000    0.000    0.000    0.000 advanced.py:81(stop)
        1    0.000    0.000    0.000    0.000 trainer.py:1203(lightning_module)
        1    0.000    0.000    0.000    0.000 trainer.py:1150(strategy)
        1    0.000    0.000    0.000    0.000 strategy.py:361(lightning_module)
        1    0.000    0.000    0.000    0.000 callback.py:58(setup)
        1    0.000    0.000    0.000    0.000 {method 'get' of 'dict' objects}
        1    0.000    0.000    0.000    0.000 {method 'disable' of '_lsprof.Profiler' objects}



Profile stats for: [Callback]TQDMProgressBar.setup rank: 1
         22 function calls in 0.000 seconds

   Ordered by: cumulative time

   ncalls  tottime  percall  cumtime  percall filename:lineno(function)
        1    0.000    0.000    0.000    0.000 progress_bar.py:174(setup)
        1    0.000    0.000    0.000    0.000 trainer.py:1266(is_global_zero)
        1    0.000    0.000    0.000    0.000 parallel.py:69(is_global_zero)
        1    0.000    0.000    0.000    0.000 parallel.py:53(global_rank)
        1    0.000    0.000    0.000    0.000 slurm.py:141(global_rank)
        1    0.000    0.000    0.000    0.000 <frozen os>:674(__getitem__)
        1    0.000    0.000    0.000    0.000 contextlib.py:141(__exit__)
        1    0.000    0.000    0.000    0.000 <frozen os>:756(encode)
